,Date_,Green Tea St,Hazelnut St,Mango St,Mint Choco
0,2017-04-30,1638.0,2598.33333,4155.47619,240.0
1,2017-05-31,1038.33333,1064.33333,2182.33333,480.0
2,2017-06-30,1194.0,884.0,1891.0,0.0
3,2017-07-31,1274.0,1274.0,1534.0,880.0
4,2017-08-31,676.0,962.0,2210.0,800.0
5,2017-09-30,3847.16667,3042.0,2155.50001,160.0
