,Date,1 Topping,1 Topping Staff,1 Toppings St,3 Topping,3 Topping Staff,5 LUSH COUPON ON $40,Apricot,Apricot ST,Apricot Staff,Asia Research Free Scoop,Banana Caramel  /,Banana Caramel St,Banana Staff,Building Promotion,Chai Tea,Chai Tea Staff,Chai Tea st,Cherry Alm Staff,Cherry Almond,Cherry Almond Fudge st,Chocoate Cookies,Chocolate,Chocolate St,Chocolate Staff,Coffee,Coffee  St,Coffee Staff,Cus IC Sand Staff,Cus. IC Sand St,Double Scoop,Double Scoop ST,Double Scoop Staff,Finger B 100,Free Scoop Grassroot,Gift Voucher Reg,Gift Voucher ST,Gift coupon 3 cone,Ginger,Ginger St,Ginger Staff,Granola,Green Tea,Green Tea St,Green Tea Staff,Hazelnut,Hazelnut St,Hezelnut Staff,Ice Cream SAND,Ice Cream Sand Staff,IceCream Sand St,LUSH FOOT POWDER,Lime Coconut,Lime Coconut ST,Lime Coconut Staff,Lush Shampoo Bar $60,Mango,Mango St,Mango Staff,Mint Choco,Mint Choco  St,Mint Choco Staff,Miscellenous,Pina Colada,Pina Colada St,Pina Colada Staff,Pistachio St,Pistachio Staff,Purchase  Gift Voucher st,Pure Coco .,Pure Coco . St,Pure Coconut Staff,Red Bean,Red Bean St,Red Bean Staff,Registration day $20,S. Caramel,S. Caramel St,S. Caramel Staff,Single Scoop,Single Scoop ST,Single Scoop Staff,Staff Off -$2,Stamp Card REDEEM ST,Strawberry,Strawberry St,Strawberry Staff,Tax,Triple Scoop,Triple Scoop ST,Triple Scoop Staff,Tub Ice Cream,Tub Ice Cream ST,Tub Staff,Up 3 Toppings  ST,Vanilla Bean,Vanilla Bean St,Vanilla Bean Staff,Waffle Cone,Waffle Cone St,Waffle Cone Staff,YY Seasame,YY Seasame St,YY Seasame Staff,ZALORA $30 Spent Coupon,ZALORA Ecoupon Buy 1 Get 1 Scoop
117,Thu 27th Jul 2017,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,40.0,0.0,182.0,30.0,0.0,156.0,12.0,0.0,0.0,30.0,0.0,26.0,0.0,0.0,0.0,0.0,-52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,40.0,26.0,0.0,0.0,26.0,0.0,0.0,68.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,30.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,130.0,30.0,0.0,0.0,-26.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,0.0,8.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0
118,Fri 28th Jul 2017,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,80.0,0.0,156.0,0.0,0.0,52.0,0.0,40.0,104.0,30.0,0.0,26.0,0.0,0.0,0.0,0.0,-78.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,52.0,0.0,0.0,40.0,52.0,0.0,40.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,280.0,182.0,60.0,40.0,78.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,338.0,60.0,0.0,0.0,0.0,0.0,0.0,200.0,130.0,90.0,0.0,-40.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,26.0,0.0,64.0,75.0,18.0,0.0,0.0,0.0,0.0,0.0
119,Sat 29th Jul 2017,4.90566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,80.0,0.0,130.0,0.0,0.0,26.0,0.0,319.24528,156.0,30.0,0.0,0.0,0.0,0.0,0.0,-20.0,-65.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,80.0,0.0,0.0,40.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,78.0,60.0,80.0,104.0,30.0,0.0,80.0,52.0,30.0,0.0,0.0,0.0,80.0,26.0,0.0,0.0,0.0,0.0,0.0,40.0,104.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,52.0,0.0,55.84906,45.0,18.0,0.0,26.0,0.0,0.0,0.0
120,Sun 30th Jul 2017,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,90.0,52.0,0.0,0.0,0.0,0.0,120.0,78.0,0.0,0.0,26.0,0.0,0.0,0.0,-100.0,-52.0,-15.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,40.0,78.0,0.0,20.0,80.0,26.0,30.0,0.0,0.0,0.0,80.0,130.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,40.0,104.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0
121,Mon 31st Jul 2017,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,26.0,36.0,160.0,104.0,60.0,0.0,0.0,0.0,0.0,0.0,-20.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,60.0,0.0,120.0,26.0,0.0,0.0,26.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,80.0,182.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,-52.0,0.0,0.0,0.0,0.0,7.0,40.0,52.0,0.0,8.0,50.0,18.0,0.0,52.0,0.0,0.0,0.0
122,Tue 1st Aug 2017,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,52.0,0.0,0.0,40.0,30.0,104.0,0.0,0.0,0.0,12.0,0.0,130.0,120.0,0.0,26.0,30.0,0.0,0.0,0.0,-39.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,30.0,20.0,40.0,26.0,0.0,0.0,0.0,30.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,80.0,52.0,0.0,40.0,208.0,60.0,0.0,0.0,130.0,60.0,0.0,0.0,0.0,80.0,78.0,60.0,0.0,0.0,0.0,0.0,0.0,234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,-26.0,0.0,0.0,0.0,0.0,0.0,40.0,104.0,30.0,32.0,55.0,48.0,0.0,0.0,30.0,0.0,0.0
123,Wed 2nd Aug 2017,15.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,52.0,0.0,0.0,26.0,0.0,200.0,52.0,30.0,0.0,26.0,0.0,0.0,0.0,-20.0,-52.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,30.0,0.0,0.0,26.0,30.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,26.0,0.0,80.0,130.0,60.0,0.0,40.0,26.0,0.0,0.0,0.0,0.0,40.0,26.0,30.0,0.0,0.0,0.0,0.0,0.0,130.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,160.0,26.0,0.0,48.0,20.0,18.0,0.0,0.0,0.0,0.0,0.0
124,Thu 3rd Aug 2017,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,280.0,130.0,60.0,40.0,104.0,30.0,0.0,0.0,-60.0,-26.0,-45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,40.0,26.0,90.0,0.0,40.0,26.0,30.0,0.0,0.0,0.0,80.0,78.0,60.0,0.0,0.0,0.0,0.0,160.0,52.0,90.0,0.0,0.0,0.0,0.0,0.0,40.0,26.0,0.0,0.0,0.0,-26.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,30.0,48.0,35.0,30.0,0.0,52.0,30.0,0.0,0.0
125,Fri 4th Aug 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,90.0,0.0,26.0,0.0,0.0,0.0,0.0,-65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,40.0,78.0,90.0,0.0,80.0,78.0,60.0,0.0,0.0,0.0,80.0,104.0,60.0,0.0,0.0,0.0,0.0,0.0,182.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,120.0,0.0,0.0,0.0,-18.0,0.0,0.0,0.0,0.0,80.0,78.0,60.0,48.0,45.0,54.0,0.0,0.0,0.0,0.0,0.0
126,Sat 5th Aug 2017,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,40.0,0.0,26.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,-20.0,-26.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,30.0,80.0,78.0,30.0,90.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,80.0,52.0,0.0,120.0,208.0,60.0,0.0,40.0,26.0,0.0,0.0,0.0,0.0,160.0,78.0,30.0,0.0,0.0,0.0,0.0,0.0,78.0,30.0,0.0,0.0,0.0,0.0,0.0,240.0,26.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,20.0,12.0,0.0,0.0,0.0,0.0,0.0
127,Sun 6th Aug 2017,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,40.0,26.0,0.0,0.0,0.0,0.0,0.0,26.0,30.0,0.0,0.0,-20.0,-26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,26.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,78.0,0.0,40.0,26.0,30.0,15.0,120.0,0.0,60.0,0.0,0.0,0.0,80.0,26.0,30.0,0.0,0.0,0.0,0.0,200.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,320.0,104.0,0.0,0.0,-40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0
128,Mon 7th Aug 2017,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,80.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,-20.0,-39.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,26.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,52.0,120.0,0.0,0.0,30.0,5.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,26.0,30.0,0.0,0.0,0.0,0.0,0.0,78.0,30.0,0.0,0.0,0.0,0.0,0.0,120.0,78.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,64.0,30.0,12.0,0.0,0.0,0.0,0.0,0.0
129,Tue 8th Aug 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,30.0,0.0,0.0,30.0,0.0,60.0,80.0,26.0,0.0,0.0,0.0,30.0,0.0,26.0,0.0,0.0,0.0,0.0,-13.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,26.0,0.0,0.0,52.0,60.0,90.0,0.0,30.0,0.0,0.0,0.0,60.0,0.0,119.16667,26.0,0.0,0.0,26.0,0.0,0.0,0.0,26.0,60.0,0.0,0.0,0.0,120.0,26.0,60.0,0.0,0.0,0.0,0.0,160.0,234.0,30.0,0.0,0.0,0.0,0.0,0.0,80.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.83333,15.0,36.0,0.0,26.0,0.0,0.0,0.0
130,Wed 9th Aug 2017,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,30.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,30.0,0.0,0.0,0.0,0.0,0.0,52.0,30.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,26.0,30.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,60.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,24.0,0.0,0.0,0.0,0.0,0.0
131,Thu 10th Aug 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,24.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,40.0,104.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,104.0,0.0,0.0,78.0,30.0,80.0,40.0,52.0,30.0,0.0,0.0,0.0,0.0,52.0,30.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,26.0,0.0,0.0,50.0,18.0,0.0,0.0,0.0,0.0,0.0
132,Fri 11th Aug 2017,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,52.0,30.0,40.0,104.0,24.0,0.0,26.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,90.0,40.0,130.0,0.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,-66.0,0.0,208.0,0.0,0.0,0.0,0.0,0.0,-78.0,40.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,30.0,18.0,0.0,26.0,0.0,0.0,0.0
133,Sat 12th Aug 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,120.0,52.0,0.0,40.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,-40.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,80.0,26.0,30.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,130.0,30.0,80.0,78.0,30.0,0.0,120.0,26.0,30.0,0.0,0.0,0.0,120.0,52.0,0.0,0.0,0.0,0.0,0.0,120.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,60.0,0.0,-40.0,0.0,-30.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,32.0,25.0,18.0,0.0,0.0,0.0,0.0,0.0
134,Sun 13th Aug 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,-52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,104.0,0.0,40.0,52.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,40.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,104.0,30.0,0.0,0.0,-26.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,32.0,20.0,6.0,0.0,0.0,0.0,0.0,0.0
135,Mon 14th Aug 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,30.0,104.0,30.0,0.0,26.0,0.0,40.0,26.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,52.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,60.0,0.0,40.0,0.0,60.0,40.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,26.0,30.0,0.0,0.0,0.0,-6.0,40.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,30.0,18.0,0.0,26.0,0.0,0.0,0.0
136,Tue 15th Aug 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,40.0,0.0,26.0,0.0,40.0,0.0,0.0,40.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,-40.0,-39.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,40.0,130.0,60.0,0.0,80.0,78.0,150.0,80.0,156.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,40.0,78.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,16.0,35.0,18.0,0.0,0.0,0.0,0.0,0.0
137,Wed 16th Aug 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,26.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,-13.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,26.0,0.0,40.0,0.0,30.0,0.0,0.0,0.0,0.0,40.0,26.0,90.0,0.0,0.0,104.0,90.0,40.0,78.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,104.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,26.0,0.0,176.0,20.0,36.0,0.0,0.0,30.0,0.0,0.0
138,Thu 17th Aug 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,52.0,0.0,40.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,30.0,0.0,0.0,0.0,-13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,30.0,40.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,26.0,30.0,0.0,80.0,104.0,90.0,80.0,78.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,-6.0,120.0,208.0,60.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,-40.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,32.0,55.0,30.0,0.0,0.0,0.0,0.0,0.0
139,Fri 18th Aug 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,60.0,78.0,30.0,40.0,26.0,12.0,0.0,0.0,0.0,0.0,26.0,30.0,0.0,0.0,0.0,-39.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,30.0,0.0,26.0,120.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,104.0,120.0,40.0,52.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,30.0,0.0,0.0,78.0,30.0,0.0,0.0,0.0,0.0,0.0,80.0,52.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,30.0,18.0,0.0,0.0,0.0,0.0,0.0
140,Sat 19th Aug 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,80.0,30.0,104.0,0.0,0.0,26.0,0.0,40.0,52.0,30.0,40.0,26.0,30.0,0.0,0.0,-40.0,-91.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,160.0,52.0,90.0,0.0,0.0,0.0,0.0,160.0,260.0,30.0,0.0,160.0,234.0,120.0,0.0,0.0,0.0,0.0,40.0,78.0,90.0,0.0,0.0,0.0,80.0,0.0,60.0,40.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,78.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,48.0,20.0,18.0,0.0,52.0,30.0,0.0,0.0
141,Sun 20th Aug 2017,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,80.0,0.0,0.0,0.0,0.0,-20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,104.0,0.0,0.0,200.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,80.0,26.0,30.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,130.0,0.0,0.0,-40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
142,Mon 21st Aug 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,52.0,30.0,0.0,0.0,30.0,0.0,120.0,40.0,26.0,0.0,0.0,26.0,30.0,120.0,52.0,0.0,0.0,0.0,0.0,-13.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,60.0,0.0,40.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,40.0,52.0,0.0,0.0,26.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,-26.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,24.0,5.0,18.0,0.0,26.0,0.0,0.0,0.0
143,Tue 22nd Aug 2017,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,30.0,0.0,80.0,60.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,30.0,40.0,78.0,30.0,0.0,0.0,-20.0,-13.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,26.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,30.0,0.0,160.0,104.0,30.0,0.0,0.0,0.0,0.0,0.0,26.0,60.0,0.0,0.0,0.0,40.0,0.0,30.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,26.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,45.0,12.0,0.0,0.0,0.0,0.0,0.0
144,Wed 23rd Aug 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,Thu 24th Aug 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,30.0,0.0,0.0,60.0,52.0,30.0,0.0,0.0,12.0,40.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,-26.0,-30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,30.0,0.0,40.0,78.0,60.0,0.0,0.0,0.0,0.0,40.0,52.0,60.0,0.0,0.0,0.0,40.0,52.0,30.0,0.0,0.0,0.0,-6.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,25.0,24.0,0.0,0.0,0.0,0.0,0.0
